TrialID,BaselineMeasures,ZeroShot,OneShot,TwoShot,ThreeShot
NCT01423604,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Height, Weight, Body mass index (BMI), Body surface area, ","Age, gender, Karnofsky performance status, diagnosis of metastatic pancreatic cancer, number of prior chemotherapy regimens, presence of CNS metastases, history of radiation therapy, history of other active malignancies, ability to swallow, renal function tests, hepatic function tests, bone marrow function tests, duration since last chemotherapy, prior treatment with gemcitabine or alternate chemotherapeutic agents.","Age, Sex: Female, Male, Karnofsky Performance Status, Diagnosis of metastatic pancreatic cancer, Number of prior chemotherapy regimens, Presence of CNS metastases, Radiation therapy history, Other active malignancies, Ability to swallow, Renal function tests, Hepatic function tests, Bone marrow function tests, History of seizures","Age Continuous, Sex: Female, Male, Karnofsky Performance Status, Body Weight, Body Mass Index, Number of Prior Chemotherapy Regimens, Tumor Stage, Presence of Metastases, Baseline Pain Score, Hemoglobin, White Blood Cell Count, Platelet Count, Serum Creatinine, Total Bilirubin, Alanine Aminotransferase (ALT), Aspartate Aminotransferase (AST)","Age, Continuous, Sex: Female, Male, Karnofsky Performance Status, Number of Prior Chemotherapy Regimens, Presence of CNS Metastases, Baseline Hemoglobin, Baseline White Blood Cell Count, Baseline Platelet Count, Baseline Serum Creatinine, Baseline Bilirubin, Baseline Alanine Aminotransferase (ALT), Baseline Aspartate Aminotransferase (AST), History of Other Malignancies,"
NCT01565564,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Race/Ethnicity, Customized, Region of Enrollment, ","Age, Body Mass Index (BMI), Gestational age at diagnosis, Previous history of gestational diabetes, Family history of diabetes, Ethnicity, Socioeconomic status, Educational level, Pre-pregnancy weight, Weight gain during pregnancy, Blood pressure, Fasting plasma glucose, HbA1c, Total cholesterol, LDL cholesterol, HDL cholesterol, Triglycerides, Previous obstetric history (e.g., previous macrosomia, stillbirth), Smoking status, Physical activity level","Age, Gestational Age at Diagnosis, Pre-pregnancy Weight, Height, Body Mass Index (BMI), Blood Pressure (Systolic and Diastolic), Fasting Plasma Glucose, HbA1c, Previous Gestational Diabetes History, Parity (number of pregnancies), Ethnicity, Education Level, Family History of Diabetes","Age, Continuous, Ethnicity (NIH/OMB), Race (NIH/OMB), Pre-pregnancy Weight, Height, Body Mass Index (BMI), Gestational Age at Diagnosis, Fasting Plasma Glucose, HbA1c, Blood Pressure, Previous Gestational Diabetes, Family History of Diabetes","Age, Continuous, Sex: Female, Ethnicity (NIH/OMB), Race (NIH/OMB), Pre-pregnancy Weight, Height, Body Mass Index (BMI), Gestational Age at Diagnosis, Fasting Plasma Glucose, HbA1c, Blood Pressure, Previous Gestational Diabetes, Family History of Diabetes"
NCT03748420,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Presence of cardiovascular disease (CVD), ","Age, gender, race/ethnicity, baseline hemoglobin A1C levels, baseline blood pressure values, baseline LDL cholesterol levels, number and types of medications for diabetes, hypertension, and hyperlipidemia, Epic Medication Adherence score (e-PDC), presence of atherosclerotic cardiovascular disease (ASCVD), 10-year cardiovascular risk score based on the ACC/AHA equation, history of cardiovascular disease diagnoses, insurance coverage status, presence of active cancer or chemotherapy treatment, pregnancy status within the last year, enrollment in hospice, statin adherence issue identified, non-insulin glycemic medication adherence issue identified, blood pressure medication adherence issue identified, number of ICD-10 diagnostic codes for diabetes in the last 2 years, LDL results within 2 years","Age, Sex: Female, Male, Race and Ethnicity, Body mass index (BMI), Clinical criteria met (A1C level, BP values, LDL levels, 10-year CV Risk Score), Medication adherence score (e-PDC), Active medications on EHR, Presence of ASCVD, Diabetes diagnosis, Insurance coverage status, Number of ICD-10 diagnostic codes for relevant conditions, Baseline systolic and diastolic blood pressure, Baseline A1c level, Baseline LDL level","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Insurance Status, Clinical Criteria for Inclusion (A1C levels, BP readings, LDL levels, ASCVD risk score), Medication Adherence Score (e-PDC), Number and type of medications at baseline, Baseline systolic and diastolic blood pressure, Baseline hemoglobin A1c, Baseline LDL cholesterol levels, Diabetes diagnosis status, Hypertension diagnosis status, Hyperlipidemia diagnosis status, Cardiovascular disease diagnosis status","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Insurance Status, Clinical criteria for inclusion (A1C level, BP values, LDL levels, CV Risk Score), Medication Adherence Score (e-PDC), Number of medications, Diabetes diagnosis, Hypertension diagnosis, Hyperlipidemia diagnosis, Cardiovascular disease status"
NCT02755831,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Pre-Pregnancy BMI, ","Age, prepregnancy BMI, gestational age at enrollment, chronic hypertension status, pregestational diabetes status, twin gestation status, history of preeclampsia, history of eclampsia, history of fetal growth restriction, baseline Apnea Hypopnea Index (AHI), smoking status, alcohol consumption, medication use, previous pregnancies and outcomes, sleep study results (WatchPAT-200), CPAP compliance (for the intervention group), baseline sleep quality and duration.","Age, Gestational Age at Enrollment, Prepregnancy BMI, Race/Ethnicity, History of Hypertension, History of Diabetes, Previous Pregnancy Complications (e.g., preeclampsia, eclampsia, fetal growth restriction), Sleep Study Results (AHI score), Continuous Positive Airway Pressure (CPAP) Use History","Age, Continuous, Age, Customized, Sex: Female, Prepregnancy Body Mass Index (BMI), Gestational Age at Enrollment, History of Chronic Hypertension, History of Pregestational Diabetes, Twin Gestation, History of Preeclampsia in Previous Pregnancies, History of Eclampsia in Previous Pregnancies, History of Fetal Growth Restriction in Previous Pregnancies, Apnea Hypopnea Index (AHI) - baseline, Number of Participants With Prior Diagnosis of OSA,","Age, Continuous, Sex: Female, Prepregnancy Body Mass Index (BMI), Gestational Age at Enrollment, Presence of Chronic Hypertension, Presence of Pregestational Diabetes, Twin Gestation, History of Preeclampsia, History of Eclampsia, History of Fetal Growth Restriction, Apnea Hypopnea Index (AHI)"
NCT00833248,"Age Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Body Weight, Body Mass Index, Gleason Score, Stage of Prostate Cancer, Serum Testosterone Levels, Serum Prostate-Specific Antigen (PSA) Levels, Serum Oestradiol Levels, Prostate Volume, Total International Prostate Symptom Score (IPSS), Quality of Life (QoL) Related to Urinary Symptoms, ","Age, race, baseline prostate volume, PSA level, Gleason score, clinical stage of prostate cancer, testosterone level, history of prostate cancer treatment, comorbid conditions, medication use, body mass index (BMI), blood pressure, heart rate, ECG findings, renal function tests, liver function tests, hemoglobin level, white blood cell count, platelet count","Age, Continuous, Sex: Male, Race (NIH/OMB), Prostate-Specific Antigen (PSA) level (ng/mL), Clinical Stage of Prostate Cancer, Gleason Score, Testosterone Level (ng/dL), Prostate Volume (cc) based on Trans Rectal Ultra Sound (TRUS), Prior Prostate Cancer Treatment, Comorbidities, Body Mass Index (kg/m2)","Age, Continuous, Sex: Male, Race/Ethnicity, Customized, Region of Enrollment, Prostate Volume by Trans Rectal Ultra Sound (TRUS) in cm3, Gleason Score, Serum Testosterone Level (ng/dL), Eastern Cooperative Oncology Group (ECOG) Performance Status (PS), Baseline Prostate-Specific Antigen (PSA) in ng/mL","Age, Continuous, Sex: Male, Race/Ethnicity, Customized, Region of Enrollment, Prostate Volume (cc), Serum Prostate-Specific Antigen (PSA) in ng/mL, Gleason Score at Diagnosis, Clinical Stage, Eastern Cooperative Oncology Group (ECOG) Performance Status (PS), Testosterone Level (ng/dL), History of Cardiovascular Disease, Hypertension, Diabetes"
NCT01887600,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), History of Diabetes (Type 1 or 2), Iron Repletion at Baseline, Baseline Hemoglobin (Hb) Value, Baseline Estimated Glomerular Filtration Rate (eGFR), Time From Chronic Kidney Disease (CKD) Diagnosis, ","Estimated Glomerular Filtration Rate (eGFR), Hemoglobin (Hb) levels, Ferritin level, Transferrin saturation (TSAT) level, Serum folate level, Serum vitamin B12 level, Alanine aminotransferase (ALT) level, Aspartate aminotransferase (AST) level, Total bilirubin (TBL), Body weight, Blood pressure (BP) values","Age, Sex: Female, Male, Body Mass Index (BMI) continuous, Baseline weight, Baseline Hemoglobin (Hb) level, Estimated Glomerular Filtration Rate (eGFR), Serum ferritin level, Transferrin saturation (TSAT) level, Serum folate level, Serum vitamin B12 level, Alanine aminotransferase (ALT) level, Aspartate aminotransferase (AST) level, Total bilirubin (TBL) level","Age, Continuous, Sex: Female, Male, Body Mass Index (BMI) continuous, Baseline weight, Baseline hemoglobin (Hb) level, Estimated Glomerular Filtration Rate (eGFR), Serum ferritin level, Transferrin saturation (TSAT) level, Serum folate level, Serum vitamin B12 level, Alanine aminotransferase (ALT) level, Aspartate aminotransferase (AST) level, Total bilirubin (TBL) level","Age, Continuous, Sex: Female, Male, Stage of Chronic Kidney Disease, Baseline Hemoglobin (Hb) levels, Estimated Glomerular Filtration Rate (eGFR), Serum Ferritin, Transferrin Saturation (TSAT), Serum Folate, Serum Vitamin B12, Body Weight, Alanine Aminotransferase (ALT), Aspartate Aminotransferase (AST), Total Bilirubin (TBL)"
NCT00062764,"Age Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Obesity Distribution, 2-hr glucose diabetes mellitus, 2-hr glucose (Impaired glucose tolerance), Metabolic syndrome, Fasting glucose, ","Age, sex, body mass index (BMI), waist circumference, blood pressure, fasting plasma glucose, HbA1c, total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides, liver enzymes (ALT, AST, ALP, GGT), serum insulin, HOMA-IR (Homeostatic Model Assessment for Insulin Resistance), liver volume, visceral fat volume, total NASH activity score, histological features of liver biopsy (steatosis, lobular inflammation, hepatocellular ballooning), platelet count, prothrombin time, serum albumin, bilirubin levels","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Body Mass Index (BMI), Serum Alanine Aminotransferase (ALT) Levels, Total NASH Activity Score, Liver Histology Findings, Fasting Plasma Glucose, Presence of Diabetes Mellitus, Alcohol Consumption History, Medication Use (anti-diabetic drugs, corticosteroids, estrogens, methotrexate, tetracycline, amiodarone), Liver Volume, Visceral Fat Measurement, Insulin Sensitivity","Age, Customized, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Baseline Serum Alanine Aminotransferase (ALT) Levels, Total NASH Activity Score, Presence of Parenchymal Inflammation, Cellular Injury, Steatosis on Liver Biopsy, Fasting Plasma Glucose, History of Diabetes Mellitus, Use of Anti-Diabetic Drugs, Body Mass Index (BMI), Waist Circumference, Insulin Sensitivity Measures","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Baseline Serum Alanine Aminotransferase (ALT) Level, Total NASH Activity Score, Presence of Diabetes Mellitus, Body Mass Index (kg/m^2), Waist Circumference (cm), Fasting Plasma Glucose, Insulin Sensitivity, Liver Volume, Visceral Fat Area, Liver Histology (Steatosis, Inflammation, Ballooning), Hemoglobin A1c (HbA1c)"
NCT01673191,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race and Ethnicity Not Collected, Region of Enrollment, Best Corrected Visual Acuity, Central Retinal Thickness, Intraocular Pressure, ","Age, Gender, Duration of Diabetes Mellitus, Type of Diabetes Mellitus (Type I or II), Time since cataract surgery, Baseline Best Corrected Visual Acuity in the study eye, Baseline Central Retinal Thickness in the study eye, Baseline Intraocular Pressure in the study eye, Presence of macular edema in the fellow eye, Previous treatments for macular edema, HbA1c level, Blood pressure, History of intraocular pressure increase with steroid use, History of ocular surgeries","Age, Sex: Female, Male, Type of Diabetes Mellitus (Type I, Type II), Duration of Diabetes Mellitus, HbA1c Level, Previous Cataract Surgery Date, Baseline Best Corrected Visual Acuity, Baseline Central Retinal Thickness, Baseline Intraocular Pressure, History of Steroid Response, Presence of Other Ocular Conditions","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Type of Diabetes Mellitus (Type I, Type II), Duration of Diabetes Mellitus, HbA1c, Body Weight, BMI, Intraocular Pressure, Visual Acuity, Central Retinal Thickness","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Type of Diabetes Mellitus (Type I, Type II), Duration of Diabetes Mellitus, HbA1c, Body Mass Index (BMI), Intraocular Pressure, Lens Status (Phakic, Pseudophakic), Visual Acuity, Central Retinal Thickness, History of Prior Ocular Treatment"
NCT01289548,"Age Continuous, Age Continuous, Sex: Female, Male, Sex: Female, Male, Region of Enrollment, Body mass index (BMI), Cold ischemic time, Body mass index (BMI), Relationship, ","Age, sex, body mass index (BMI), baseline plasma creatinine concentration, baseline urinary output, baseline plasma concentration of NGAL, duration of end-stage kidney disease, primary cause of kidney failure, previous renal replacement therapy (dialysis), duration of dialysis, ABO blood type, panel reactive antibody (PRA) level, comorbid conditions (diabetes, hypertension, cardiovascular disease), smoking status, medication use","Age, Sex: Female, Male, Ethnicity (NIH/OMB), Region of Enrollment, Body Weight (kg), BMI (kg/m^2), Baseline Plasma Creatinine Concentration, Baseline Urinary Output, Baseline Plasma NGAL Concentration, Type of Kidney Disease, Duration of Kidney Disease, Previous Renal Replacement Therapy (Hemodialysis/Peritoneal Dialysis), Time on Dialysis, PRA Level, Blood Type","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Body Weight, BMI, Type of Kidney Disease, Duration of Kidney Disease, Previous Renal Replacement Therapy (e.g., dialysis), Duration of Dialysis (if applicable), Baseline Plasma Creatinine, Baseline Urinary Output, Baseline Plasma NGAL, Blood Type, PRA Level, Medication Use","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Body Weight, Height, Body Mass Index (BMI), Blood Type, Panel Reactive Antibody (PRA) Level, Chronic Kidney Disease (CKD) Stage, Estimated Glomerular Filtration Rate (eGFR), Plasma Creatinine, Urinary Output, Plasma NGAL Levels"
NCT00918346,"Age Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Diagnosis - worse eyes, Central corneal thickness, ","Age, gender, diagnosis (open angle glaucoma or ocular hypertension), prior use of prostaglandins, baseline intraocular pressure (IOP) in both eyes, best corrected visual acuity, central corneal thickness, history of previous glaucoma surgeries or treatments, lens status (phakic, pseudophakic, aphakic), race/ethnicity, systemic medications that could affect IOP, duration of glaucoma or ocular hypertension diagnosis.","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Diagnosis: Open-Angle Glaucoma, Ocular Hypertension, Baseline Intraocular Pressure (IOP), Previous Prostaglandin Use, Visual Acuity, Central Corneal Thickness, Lens Status (Phakic, Pseudophakic, Aphakic), Eye(s) Affected","Age, Continuous, Sex: Female, Male, Diagnosis: Open-Angle Glaucoma, Ocular Hypertension, Baseline Intraocular Pressure (IOP), History of Prostaglandin Use, Eye Affected: Left, Right, Both, Visual Acuity, Central Corneal Thickness","Age, Continuous, Sex: Female, Male, Diagnosis: Open-Angle Glaucoma, Ocular Hypertension, Baseline Intraocular Pressure (IOP), History of Prostaglandin Use, Visual Acuity, Eye Exam Findings,"
NCT00617305,"Age, Categorical, Age Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race/Ethnicity, Customized, Region of Enrollment, ","Age, sex, weight, diagnosis of PAH (idiopathic, familial, or associated with connective tissue disease, congenital heart defects, drug or toxin use, or HIV), WHO functional class, duration of PAH diagnosis, current PAH treatment (sildenafil or tadalafil dose and duration), hemodynamic parameters (mPAP, PVR, PCWP or LVEDP), pulmonary function test results (total lung capacity, forced expiratory volume in 1 second), 6-minute walk test distance, use of calcium channel blockers or statins (type and duration), HIV status, serum alanine aminotransferase (ALT), serum aspartate aminotransferase (AST)","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Weight, WHO Functional Class, 6-Minute Walk Distance, Pulmonary Vascular Resistance, Mean Pulmonary Artery Pressure, Pulmonary Capillary Wedge Pressure, Left Ventricular Ejection Fraction, Hemoglobin, Serum Alanine Aminotransferase, Serum Aspartate Aminotransferase, Total Lung Capacity, Forced Expiratory Volume in 1 Second, Current Medications (Sildenafil, Tadalafil, Calcium Channel Blockers, Statins), HIV Status","Age, Continuous, Sex: Female, Male, Race/Ethnicity, WHO Functional Class, 6-Minute Walk Distance, Pulmonary Vascular Resistance, Mean Pulmonary Arterial Pressure, Pulmonary Capillary Wedge Pressure, Cardiac Output, Right Atrial Pressure, Systolic Blood Pressure, Diastolic Blood Pressure, Heart Rate, Body Weight, Medication Use (Sildenafil, Tadalafil), Liver Function Tests (ALT, AST), Hemoglobin, Hematocrit, Serum Creatinine","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Weight, Height, WHO Functional Class, 6-Minute Walk Distance, Pulmonary Vascular Resistance, Mean Pulmonary Arterial Pressure, Pulmonary Capillary Wedge Pressure, Right Atrial Pressure, Cardiac Output, Systolic Blood Pressure, Diastolic Blood Pressure, Heart Rate, Oxygen Saturation, Hemoglobin, Serum Alanine Aminotransferase, Serum Aspartate Aminotransferase, Anticoagulant Therapy Status"
NCT00408681,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Indication for transplantation, Type of pretransplant conditioning regimen, Graft-versus-host disease (GVHD) prophylaxis regimen, Mucosal denudation, Agents given to prevent GVHD at the time of enrollment, Agents given to treat GVHD more than 3 days before enrollment in the study, Interval from transplantation to start of study product administration, Agents given to treat GVHD within 3 days before or after enrollment, ","Age, sex, diagnosis of primary disease, type of donor (related or unrelated), time from transplantation to onset of GVHD, severity of GVHD, prior treatments for GVHD, baseline stool volume per day, presence of hemorrhage, area of denuded mucosa, estimated creatinine clearance, presence of recurrent or secondary malignancy, baseline laboratory biomarker levels","Age, Sex: Female, Male, Diagnosis of GVHD, Severity of GVHD, Duration of GVHD symptoms, Prior treatments for GVHD, Stool volume per day, Presence of hemorrhage, Area of denuded mucosa, Estimated creatinine clearance, Presence of recurrent or secondary malignancy, Type of transplantation (allogeneic vs. others), Time since transplantation","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Severity of GVHD, Baseline Stool Volume (>500 mL/day), Presence of Hemorrhage in Stool, Area of Denuded Mucosa, Estimated Creatinine Clearance, Presence of Secondary Malignancy, Type of Transplant (Autologous, Syngeneic, Allogeneic), Prior Treatment for GVHD","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Type of Transplant (Autologous, Allogeneic), Donor Type (Related, Unrelated), Severity of GVHD, Baseline Creatinine Clearance, Previous GVHD Treatments"
NCT02615158,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Maternal age, Household Poverty Ratio, Maternal Education, Maternal Marital Status, Location (Urban/Semi-Urban), Maternal BMI, Maternal dietary intake, Maternal physical activity, Toddler age, Toddler sex, Toddler race/ethnicity, Toddler Body Mass Index (BMI) Z-score, Toddler dietary intake, Toddler physical activity, ","Toddler's age, Toddler's sex, Mother's age, Mother's BMI, Household income, Education level of mother, Marital status of mother, Number of children in household, Toddler's dietary habits, Toddler's physical activity level, Mother's dietary habits, Mother's physical activity level, History of overweight/obesity in family, Toddler's birth weight, Toddler's current weight and height, Mother's current weight and height, Toddler's sleep duration, Presence of depression in mother, Smoking status of mother, Alcohol consumption of mother","Age of parent, Continuous, Age of child, Continuous, Sex of child: Female, Male, Ethnicity (NIH/OMB) of parent, Race (NIH/OMB) of parent, BMI of parent, Continuous, BMI of child, Continuous, Marital Status of parent, Categorical, Education level of parent, Categorical, Household income, Categorical, Physical activity level of parent, Categorical, Diet quality of parent, Categorical, Physical activity level of child, Categorical, Diet quality of child, Categorical, History of overweight/obesity in family, Categorical, Depression status of parent, Categorical, Number of children in household, Categorical, Employment status of parent, Categorical, Breastfeeding duration, Categorical, Sleep duration of child, Categorical, Screen time of child, Categorical","Age of Parent, Continuous, Sex of Parent: Female, Male, Race (NIH/OMB), Ethnicity (NIH/OMB), Marital Status, Categorical, Education Level, Categorical, Household Income, Categorical, BMI of Parent, Continuous, BMI of Child, Continuous, Physical Activity Level of Parent, Categorical, Dietary Habits of Parent, Categorical, Child's Age, Continuous, Child's Sex: Female, Male, Child's Physical Activity Level, Categorical, Child's Dietary Habits, Categorical","Age of Child, Continuous, Age of Mother, Continuous, Sex of Child: Female, Male, Race (NIH/OMB), Ethnicity (NIH/OMB), Maternal BMI, Continuous, Child's BMI Z-score, Continuous, Household Income, Categorical, Marital Status of Mother, Categorical, Education Level of Mother, Categorical, Physical Activity Level of Mother, Categorical, Dietary Habits of Mother, Categorical, History of Depression in Mother, Categorical"
NCT01523457,"Age, Customized, Sex: Female, Male, ECOG Performance Status, Pancreatic tumour location, Level of CA19.9, Biliary stent, ","Age, sex, ECOG Performance Status, primary tumor location, number of metastatic sites, prior treatments (chemotherapy, biological therapy, radiotherapy), time since last treatment, presence of biliary or gastroduodenal obstruction, baseline glucose metabolism (FDG-PET scan results), baseline laboratory parameters (absolute neutrophil count, platelet count, hemoglobin, creatinine, estimated GFR, bilirubin, AST, ALT), presence of any other malignancy within past two years, sensory peripheral neuropathy grade, cardiac disease history, history of chronic diarrhea, pregnancy status.","Age, Sex: Female, Male, ECOG Performance Status, Disease Status: Metastatic, Locally Advanced Unresectable, Prior Treatment History, Baseline Laboratory Values: Absolute Neutrophil Count, Platelets, Hemoglobin, Serum Creatinine, Bilirubin, AST, ALT, Presence of Biliary or Gastroduodenal Obstruction, Sensory Peripheral Neuropathy Grade, Cardiac Disease Status","Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), ECOG Performance Status, Disease Stage, Prior Treatment History, Baseline CA 19-9 Levels, Baseline Glucose Metabolism (FDG-PET), Hemoglobin Level, Absolute Neutrophil Count, Platelet Count, Serum Creatinine, Serum Bilirubin, AST, ALT","Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, ECOG Performance Status, Disease Status (Metastatic vs. Locally Advanced Unresectable), Prior Treatment History, Baseline Tumor Measurements, Baseline CA 19-9 Levels, Hemoglobin Level, White Blood Cell Count, Absolute Neutrophil Count, Platelet Count, Serum Creatinine, Bilirubin Level, AST Level, ALT Level, Presence of Biliary or Gastroduodenal Obstruction, Neuropathy Status, Cardiac History"
NCT01126580,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Body Weight, Body Mass Index (BMI), Duration of Diabetes, Glycosylated Hemoglobin (HbA1c), ","Age, sex, duration of type 2 diabetes, current diabetes medication, body mass index (BMI), baseline glycosylated hemoglobin (HbA1c) level, fasting plasma glucose, serum creatinine, creatinine clearance, liver function tests, serum calcitonin, blood pressure, heart rate, history of cardiovascular disease, smoking status, alcohol consumption","Age, Sex: Female, Male, Race (NIH/OMB), Ethnicity (NIH/OMB), Duration of Type 2 Diabetes, Current medication use, Body Mass Index (BMI), Glycosylated Hemoglobin (HbA1c), Fasting Plasma Glucose, Serum Creatinine, Creatinine Clearance, Liver Function Tests, Pancreatic Function Tests, Blood Pressure, Heart Rate, History of Cardiovascular Disease, Self-Monitored Blood Glucose (SMBG) readings, Previous and concurrent medication use","Age, Continuous, Sex/Gender, Customized, Ethnicity (NIH/OMB), Race (NIH/OMB), Duration of Diabetes, Baseline Glycosylated Hemoglobin (HbA1c), Body Mass Index (BMI), Current Medication Use, History of Diabetes Medication Use, Blood Pressure, Serum Creatinine Levels","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Body Mass Index (BMI), Duration of Diabetes, Baseline Glycosylated Hemoglobin (HbA1c), Current Medication Use, Blood Pressure, Lipid Profile, Kidney Function Tests"
NCT03011567,"Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Gestational age, ","Age, Body Mass Index (BMI), Gestational age at delivery, Type of hypertensive disorder of pregnancy (gestational hypertension, preeclampsia without severe features, preeclampsia with severe features, HELLP syndrome, eclampsia), Previous pregnancies and outcomes, Baseline blood pressure measurements, Serum creatinine, Liver function tests (AST, ALT), Platelet count, Use of antihypertensive medications prior to delivery, Severity of hypertension (if applicable), Presence of comorbid conditions, Smoking status, Alcohol use","Age, Gestational Age at Delivery, Blood Pressure (Systolic, Diastolic), Mean Arterial Pressure, Type of Hypertensive Disorder of Pregnancy, Proteinuria, Serum Creatinine, Liver Enzymes (AST, ALT), Platelet Count, Weight, Height, BMI, Previous Pregnancy History, Medication Use during Pregnancy, NSAID Use Postpartum","Age, Continuous, Sex: Female, Gestational Age at Delivery, Type of Hypertensive Disorder of Pregnancy, Blood Pressure Measurements, Height, Weight, Body Mass Index, Previous Pregnancy History, Medication Use During Pregnancy","Age, Continuous, Sex: Female, Race/Ethnicity, Customized, Gestational Age at Delivery, Blood Pressure, Type of Hypertensive Disorder of Pregnancy, Use of Antihypertensive Medications, Serum Creatinine, Platelet Count, Liver Function Tests (AST, ALT)"
NCT04281784,"Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, ","Age, sex, race/ethnicity, primary diagnosis, comorbid conditions, baseline functional status, cognitive status, prior hospitalizations within the last year, ICU admissions within the last year, living situation (e.g., home, assisted living, nursing home), current medications, baseline symptom burden, health care utilization history, advance directive status, palliative care history, enrollment in hospice care, patient-reported quality of life, caregiver status, socioeconomic status, insurance type.","Age, Sex: Female, Male, Type of chronic illness, Severity of illness, Previous hospital admissions, Length of stay in hospital, ICU use history, Previous goals-of-care discussions, Baseline functional status, Comorbid conditions, Medication use, Health care utilization history, Living situation (e.g., home, assisted living), Palliative care history, DNR status (Do Not Resuscitate), Cognitive function status","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Diagnosis, Serious Illness Criteria, Palliative Care Needs, Previous Hospital Admissions, ICU Use History, Length of Stay in Hospital, Previous Goals-of-Care Discussions, Comorbidity Index, Baseline Functional Status, DNR Status","Age, Continuous, Sex: Female, Male, Diagnosis, Serious Illness Criteria, Charlson Comorbidity Index, Baseline EHR Documentation of Goals of Care Discussions, ICU Use History, Hospital Admission Frequency, Length of Stay in Hospital, Baseline Quality of Life Measures, Palliative Care History, DNR Status (Do Not Resuscitate), Health Care Utilization History"
NCT03479697,"Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, ","Age, gender, race/ethnicity, baseline systolic blood pressure, baseline diastolic blood pressure, body mass index (BMI), cardiovascular risk score, history of cardiovascular diseases, smoking status, alcohol consumption, physical activity level, dietary habits, medication use (including anti-hypertensive, anti-depressant, opiate, benzodiazepine, anti-psychotic, thyroid medications, and sleep medications), seizure disorder history, pregnancy status, hearing ability.","Age, Sex: Female, Male, Race (NIH/OMB), Body weight, Body-mass index (BMI), Systolic blood pressure, Diastolic blood pressure, Heart rate, Medication use (antihypertensive, antipsychotic, antidepressants, thyroid medications), Smoking status, Alcohol consumption, Recreational drug use, Cardiovascular risk score, History of cardiovascular diseases","Age, Sex: Female, Male, Race (NIH/OMB), Ethnicity (NIH/OMB), Body weight, Body-mass index (BMI), Systolic Blood Pressure, Diastolic Blood Pressure, Heart Rate, Cardiovascular Risk Score, Smoking Status","Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Body Mass Index, Systolic Blood Pressure, Diastolic Blood Pressure, Cardiovascular Risk Score"
